BIC_Code,BIC_Description,ANZSIC_Code,ANZSIC_Description
R920110,Casino operation,9201,Casino Operation
R920210,Football pool operation,9202,Lottery Operation
R920220,Lottery agency operation,9202,Lottery Operation
R920230,Lottery operation,9202,Lottery Operation
R920910,Gambling services nec,9209,Other Gambling Activities
R920920,Totalisator agency operation,9209,Other Gambling Activities
S941110,Auto-electrical services,9411,Automotive Electrical Services
S941120,Automotive servicing - electrical repairs,9411,Automotive Electrical Services
S941130,"Car radio, CD or DVD-player installation and repair",9411,Automotive Electrical Services
S941210,Motor trimming,9412,"Automotive Body, Paint and Interior Repair"
S941220,Motor vehicle body repairing,9412,"Automotive Body, Paint and Interior Repair"
S941225,Motor vehicle restoration (interior and exterior only),9412,"Automotive Body, Paint and Interior Repair"
S941230,Motor vehicle rust proofing,9412,"Automotive Body, Paint and Interior Repair"
S941240,Motor vehicle washing or cleaning service,9412,"Automotive Body, Paint and Interior Repair"
S941250,Panel beating,9412,"Automotive Body, Paint and Interior Repair"
S941260,Smash repairing,9412,"Automotive Body, Paint and Interior Repair"
S941270,Spray painting - motor vehicle,9412,"Automotive Body, Paint and Interior Repair"
S941280,Windscreen repairing,9412,"Automotive Body, Paint and Interior Repair"
S941910,Automotive servicing - general mechanical repairs,9419,Other Automotive Repair and Maintenance
S941920,Engine reconditioning - customised,9419,Other Automotive Repair and Maintenance
S941930,Motor vehicle clutch or brake repairing,9419,Other Automotive Repair and Maintenance
S941940,Motor vehicle conversion,9419,Other Automotive Repair and Maintenance
S941950,Motor vehicle radiator repairing,9419,Other Automotive Repair and Maintenance
S941955,Motor vehicle restoration nec,9419,Other Automotive Repair and Maintenance
S941960,Motorcycle or scooter repairing,9419,Other Automotive Repair and Maintenance
S941970,Muffler and exhaust system repairing - automotive,9419,Other Automotive Repair and Maintenance
S941980,Small engine - repair and servicing,9419,Other Automotive Repair and Maintenance
S941990,"Transmission or gearbox assembly, motor vehicle reconditioning or rebuilding",9419,Other Automotive Repair and Maintenance
S942110,Gas appliance repair,9421,Domestic Appliance Repair and Maintenance
S942120,Household appliance repairing,9421,Domestic Appliance Repair and Maintenance
S942130,Repairing household electrical appliance,9421,Domestic Appliance Repair and Maintenance
S942140,Repairing household electronic equipment,9421,Domestic Appliance Repair and Maintenance
S942210,Computer maintenance service - including peripherals,9422,Electronic (except Domestic Appliance) and Precision Equipment Repair
S942220,Measuring equipment repair and maintenance,9422,Electronic (except Domestic Appliance) and Precision Equipment Repair
S942230,Medical and surgical equipment repair and maintenance,9422,Electronic (except Domestic Appliance) and Precision Equipment Repair
